Drug 1,Drug 2,DDI Type,Time,Unit
vinblastine,isoniazid,good,9,hr
vincristine,isoniazid,bad,5,yr
dabigatran etexilate,amiodarone,bad,1,yr
dabigatran etexilate,dronedarone,good,49,sec
dabigatran etexilate,ginkgo biloba,good,21,week
dabigatran etexilate,lomitapide,good,9,hr
tipranavir,dabigatran etexilate,good,3,hr
dabigatran etexilate,vinblastine,bad,38,min
tenecteplase,aprotinin,good,49,sec
urokinase,aprotinin,good,9,hr
netilmicin,cefuroxime,good,21,hr
netilmicin,cephalothin group,bad,1,day
netilmicin,metocurine,bad,2,yr
netilmicin,mivacurium,bad,3,yr
netilmicin,pipecuronium,bad,6,day
thalidomide,netilmicin,good,7,week
torasemide,netilmicin,bad,1,yr
ezogabine,ondansetron,bad,2,day
pazopanib,ondansetron,good,41,week
telavancin,ondansetron,bad,3,day
telavancin hydrochloride,ondansetron,bad,3,day
galanthamine,methdilazine,bad,2,day
mazindol,methdilazine,good,3,hr
phenylpropanolamine,methdilazine,good,31,sec
terfenadine,methdilazine,bad,1,yr
tadalafil,phenoxybenzamine,good,21,hr
vardenafil,phenoxybenzamine,bad,38,min
tacrine,ketotifen,good,29,week
trimethobenzamide,ketotifen,bad,3,yr
triprolidine,ketotifen,bad,5,yr
trospium,ketotifen,good,49,sec
erythromycin,repaglinide,good,25,sec
repaglinide,glucosamine,good,9,hr
josamycin,repaglinide,good,7,sec
repaglinide,oxprenolol,bad,2,min
repaglinide,penbutolol,good,15,hr
sotalol,repaglinide,good,1,week
timolol,repaglinide,good,37,sec
voriconazole,repaglinide,good,3,hr
amprenavir,tiagabine,good,49,week
tiagabine,fosamprenavir,good,15,week
indinavir,tiagabine,bad,5,yr
tiagabine,itraconazole,bad,2,yr
tiagabine,lopinavir,bad,7,day
mefloquine,tiagabine,good,55,sec
tiagabine,miconazole,good,21,hr
nelfinavir,tiagabine,good,3,hr
nicardipine,tiagabine,good,45,week
posaconazole,tiagabine,good,45,week
ritonavir,tiagabine,bad,3,yr
saquinavir,tiagabine,good,7,sec
triprolidine,tiagabine,good,43,sec
voriconazole,tiagabine,bad,8,min
bosutinib,abiraterone,good,19,sec
paclitaxel,axitinib,bad,7,day
axitinib,perampanel,bad,1,yr
axitinib,st. john's wort,bad,56,min
denosumab,belimumab,bad,2,yr
pralatrexate,denosumab,bad,3,yr
rilonacept,denosumab,good,33,week
deferiprone,iron dextran,bad,7,day
grepafloxacin,iron dextran,bad,1,day
ibandronate,iron dextran,bad,6,day
levofloxacin,iron dextran,good,39,week
methacycline,iron dextran,good,3,hr
moxifloxacin,iron dextran,bad,4,day
mycophenolate mofetil,iron dextran,good,13,sec
penicillamine,iron dextran,bad,1,day
risedronate,iron dextran,good,7,sec
iron dextran,temafloxacin,good,3,hr
trovafloxacin,iron dextran,bad,5,yr
risedronate,calcium,good,45,week
calcium acetate,risedronate,good,7,sec
risedronate,calcium chloride,good,47,week
risedronate,magnesium,bad,8,min
trastuzumab,mechlorethamine,good,21,hr
triprolidine,levorphanol,good,3,hr
terbinafine,aminophylline,bad,2,day
dextromethorphan,terbinafine,bad,1,yr
terbinafine,doxepin,bad,2,yr
duloxetine,terbinafine,good,41,week
flecainide,terbinafine,bad,20,min
imipramine,terbinafine,good,3,hr
terbinafine,lomustine,bad,5,day
terbinafine,methamphetamine,good,55,sec
terbinafine,moclobemide,bad,14,min
nortriptyline,terbinafine,bad,5,yr
terbinafine,oxtriphylline,bad,1,yr
terbinafine,pipotiazine,bad,4,day
propafenone hydrochloride,terbinafine,good,27,week
protriptyline,terbinafine,bad,38,min
rifabutin,terbinafine,good,55,sec
rifapentine,terbinafine,good,7,sec
tamoxifen,terbinafine,good,49,sec
timolol,terbinafine,bad,1,yr
tramadol hydrochloride,terbinafine,good,19,sec
trimipramine,terbinafine,good,43,sec
oxazepam,kava,good,55,sec
triprolidine,oxazepam,good,25,sec
pazopanib,erythromycin,bad,4,day
pazopanib,irinotecan,bad,44,min
pazopanib,itraconazole,bad,6,day
ivacaftor,pazopanib,bad,7,day
paclitaxel,pazopanib,good,15,hr
rifabutin,pazopanib,bad,14,min
pazopanib,ritonavir,bad,6,day
saquinavir,pazopanib,bad,3,yr
tolazamide,oxprenolol,bad,8,min
rituximab,tolazamide,good,35,week
somatropin recombinant,tolazamide,good,39,week
timolol,tolazamide,good,13,sec
disulfiram,aminophylline,good,43,sec
amprenavir,disulfiram,good,21,hr
disulfiram,fosphenytoin,good,25,week
mephenytoin,disulfiram,bad,50,min
disulfiram,oxtriphylline,bad,1,day
tipranavir,disulfiram,good,21,week
trimethadione,disulfiram,bad,2,day
azilsartan medoxomil,meloxicam,good,3,hr
colesevelam,meloxicam,good,7,week
meloxicam,ginkgo biloba,bad,5,yr
meloxicam,lithium,good,25,sec
pralatrexate,meloxicam,bad,44,min
timolol,meloxicam,good,9,hr
trandolapril,meloxicam,bad,20,min
voriconazole,meloxicam,good,43,sec
alseroxylon,orciprenaline,good,21,week
orciprenaline,doxepin,good,41,week
imipramine,orciprenaline,good,39,week
orciprenaline,isocarboxazid,bad,50,min
linezolid,orciprenaline,good,7,week
orciprenaline,moclobemide,good,55,sec
nortriptyline,orciprenaline,good,15,week
orciprenaline,oxprenolol,bad,4,yr
orciprenaline,pargyline,bad,32,min
orciprenaline,penbutolol,good,3,hr
phenelzine,orciprenaline,bad,2,yr
protriptyline,orciprenaline,bad,14,min
rasagiline,orciprenaline,bad,2,min
sotalol,orciprenaline,bad,5,day
timolol,orciprenaline,good,31,week
tranylcypromine,orciprenaline,good,15,week
trimipramine,orciprenaline,good,15,hr
pentoxifylline,aminophylline,good,25,week
insulin lispro,pentoxifylline,bad,4,yr
pentoxifylline,oxtriphylline,good,25,sec
fluconazole,halazepam,good,13,week
indinavir,halazepam,bad,8,min
halazepam,itraconazole,bad,38,min
nelfinavir,halazepam,bad,14,min
vitamin c,deferoxamine,bad,14,min
modafinil,mestranol,good,47,week
roflumilast,modafinil,bad,56,min
trimipramine,modafinil,bad,3,yr
voriconazole,modafinil,good,9,hr
galanthamine,meclizine,bad,20,min
rivastigmine,meclizine,bad,8,min
tacrine,meclizine,bad,8,min
trimethobenzamide,meclizine,bad,5,day
triprolidine,meclizine,bad,50,min
trospium,meclizine,bad,4,day
nateglinide,glucosamine,bad,2,day
somatropin recombinant,nateglinide,bad,5,day
voriconazole,nateglinide,bad,50,min
irinotecan,fosphenytoin,good,9,hr
regorafenib,irinotecan,bad,32,min
irinotecan,thiotepa,bad,20,min
trastuzumab,irinotecan,bad,2,yr
voriconazole,irinotecan,good,7,week
potassium chloride,tiotropium,good,35,week
trandolapril,potassium chloride,bad,4,yr
trihexyphenidyl,potassium chloride,bad,8,min
trimethobenzamide,potassium chloride,good,21,hr
trospium,potassium chloride,good,21,hr
dolasetron,thiothixene,good,37,sec
trimipramine,dolasetron,good,51,week
voriconazole,dolasetron,bad,38,min
vorinostat,dolasetron,good,1,sec
dextromethorphan,tranylcypromine,good,19,sec
tranylcypromine,doxepin,bad,5,yr
duloxetine,tranylcypromine,bad,7,day
tranylcypromine,ephedrine,good,3,hr
ergotamine,tranylcypromine,bad,20,min
galanthamine,tranylcypromine,good,49,sec
imipramine,tranylcypromine,bad,26,min
tranylcypromine,isocarboxazid,bad,4,yr
linezolid,tranylcypromine,bad,50,min
tranylcypromine,lisdexamfetamine,bad,7,day
tranylcypromine,lithium,bad,32,min
mazindol,tranylcypromine,bad,1,yr
meperidine,tranylcypromine,bad,5,yr
tranylcypromine,mephentermine,good,25,sec
tranylcypromine,methamphetamine,good,3,week
methoxamine,tranylcypromine,good,17,week
methylergonovine,tranylcypromine,good,15,hr
tranylcypromine,milnacipran,bad,8,min
tranylcypromine,moclobemide,bad,5,yr
nortriptyline,tranylcypromine,bad,3,yr
pergolide mesylate,tranylcypromine,bad,5,day
tranylcypromine,phendimetrazine,bad,3,yr
tranylcypromine,phenelzine,good,47,week
phenylpropanolamine,tranylcypromine,bad,7,day
tranylcypromine,pramlintide,good,15,hr
procarbazine,tranylcypromine,bad,2,yr
protriptyline,tranylcypromine,good,47,week
rasagiline,tranylcypromine,bad,50,min
remifentanil,tranylcypromine,good,3,hr
tranylcypromine,sibutramine,good,25,sec
tranylcypromine,st. john's wort,good,1,sec
tacrine,tranylcypromine,bad,14,min
tamoxifen,tranylcypromine,bad,26,min
terbutaline,tranylcypromine,good,13,week
tizanidine,tranylcypromine,good,55,sec
tolcapone,tranylcypromine,good,31,sec
tramadol hydrochloride,tranylcypromine,bad,3,day
trimethobenzamide,tranylcypromine,good,15,hr
trimipramine,tranylcypromine,good,21,hr
triprolidine,tranylcypromine,bad,3,day
trospium,tranylcypromine,good,29,week
altretamine,phenelzine,good,3,hr
dextromethorphan,phenelzine,bad,3,yr
phenelzine,doxepin,bad,20,min
duloxetine,phenelzine,bad,50,min
phenelzine,ephedra,good,9,hr
phenelzine,ephedrine,good,7,sec
galanthamine,phenelzine,bad,3,yr
imipramine,phenelzine,good,47,week
mazindol,phenelzine,bad,2,day
meperidine,phenelzine,good,5,week
phenelzine,mephentermine,bad,44,min
phenelzine,methamphetamine,good,9,hr
methoxamine,phenelzine,good,55,sec
phenelzine,milnacipran,good,1,sec
nortriptyline,phenelzine,bad,1,yr
phenelzine,phendimetrazine,good,27,week
phenylpropanolamine,phenelzine,bad,1,yr
phenelzine,pirbuterol,good,49,week
phenelzine,procaterol,good,37,week
protriptyline,phenelzine,bad,32,min
rivastigmine,phenelzine,good,21,hr
phenelzine,sibutramine,good,47,week
tacrine,phenelzine,bad,5,yr
terbutaline,phenelzine,bad,6,day
tolcapone,phenelzine,good,5,week
tramadol hydrochloride,phenelzine,bad,3,yr
trimethobenzamide,phenelzine,good,21,week
trimipramine,phenelzine,good,43,sec
triprolidine,phenelzine,good,25,week
trospium,phenelzine,good,9,hr
phenelzine,tryptophanyl-5'amp,good,3,hr
galanthamine,propantheline,good,25,sec
tacrine,propantheline,good,3,hr
trimethobenzamide,propantheline,good,3,hr
triprolidine,propantheline,good,15,hr
trospium,propantheline,bad,2,min
estradiol,amobarbital,good,27,week
estradiol,aprobarbital,good,15,hr
butabarbital,estradiol,good,49,week
estradiol,butethal,bad,1,day
estradiol,fosphenytoin,bad,8,min
griseofulvin,estradiol,good,21,hr
estradiol,heptabarbital,bad,20,min
estradiol,hexobarbital,good,17,week
mephenytoin,estradiol,good,7,sec
pentobarbital,estradiol,good,41,week
estradiol,primidone,bad,6,day
talbutal,estradiol,good,15,week
tipranavir,estradiol,bad,1,day
estradiol,ursodeoxycholic acid,bad,1,yr
azilsartan medoxomil,mefenamic acid,good,31,sec
colesevelam,mefenamic acid,good,45,week
mefenamic acid,lithium,good,15,hr
methotrexate,mefenamic acid,good,21,hr
tamoxifen,mefenamic acid,bad,4,day
torasemide,mefenamic acid,good,49,week
trandolapril,mefenamic acid,bad,2,day
trimethoprim,mefenamic acid,good,9,hr
voriconazole,mefenamic acid,bad,3,yr
hydroflumethiazide,lithium,bad,20,min
trandolapril,hydroflumethiazide,bad,4,yr
oxcarbazepine,fosphenytoin,good,9,hr
oxcarbazepine,mephenytoin,bad,7,day
oxcarbazepine,mestranol,bad,5,day
oxcarbazepine,rilpivirine,bad,56,min
roflumilast,oxcarbazepine,bad,1,day
tramadol hydrochloride,oxcarbazepine,bad,7,day
primidone,aminophylline,good,43,week
conjugated estrogens,primidone,bad,3,day
primidone,cortisone acetate,bad,5,day
diethylstilbestrol,primidone,good,19,sec
primidone,estradiol valerate/dienogest,bad,8,min
primidone,estriol,bad,5,day
primidone,estropipate,bad,1,yr
folic acid,primidone,bad,38,min
griseofulvin,primidone,bad,4,day
primidone,mestranol,good,9,hr
primidone,oxtriphylline,bad,2,yr
primidone,paramethasone,bad,1,day
primidone,quinestrol,good,9,hr
roflumilast,primidone,good,9,hr
tramadol hydrochloride,primidone,bad,14,min
triamcinolone acetonide,primidone,bad,3,day
triprolidine,primidone,bad,38,min
voriconazole,primidone,good,37,sec
galanthamine,tripelennamine,bad,2,yr
gentamicin,cefuroxime,bad,20,min
gentamicin,cephalothin group,good,13,sec
colistimethate,gentamicin,bad,26,min
gentamicin,metocurine,bad,2,min
gentamicin,mivacurium,good,45,week
gentamicin,pipecuronium,good,3,hr
thalidomide,gentamicin,good,15,hr
torasemide,gentamicin,good,15,hr
methazolamide,bismuth subsalicylate,bad,32,min
methazolamide,magnesium salicylate,good,21,hr
memantine,methazolamide,good,15,hr
methazolamide,salicylate-sodium,bad,50,min
methazolamide,salsalate,bad,44,min
methazolamide,trisalicylate-choline,good,3,hr
valganciclovir,adefovir dipivoxil,good,3,hr
trimipramine,amiodarone,good,1,sec
trimipramine,amobarbital,bad,5,yr
amprenavir,trimipramine,bad,32,min
diarsenic trioxide,trimipramine,bad,38,min
butabarbital,trimipramine,good,25,week
dextromethorphan,trimipramine,bad,2,min
trimipramine,doxepin,bad,3,yr
duloxetine,trimipramine,good,13,week
ergotamine,trimipramine,good,3,week
erythromycin,trimipramine,good,9,hr
flecainide,trimipramine,good,49,week
fluconazole,trimipramine,bad,3,day
trimipramine,fosamprenavir,bad,32,min
galanthamine,trimipramine,bad,2,yr
grepafloxacin,trimipramine,good,9,week
guanabenz,trimipramine,good,21,hr
trimipramine,halofantrine,good,3,hr
ibutilide,trimipramine,good,3,hr
imipramine,trimipramine,good,3,hr
indapamide,trimipramine,good,9,hr
indinavir,trimipramine,good,1,sec
trimipramine,isocarboxazid,bad,5,yr
isradipine,trimipramine,good,51,week
trimipramine,itraconazole,good,3,week
levofloxacin,trimipramine,good,1,sec
linezolid,trimipramine,bad,4,day
trimipramine,lithium,good,49,sec
trimipramine,lopinavir,bad,3,yr
mefloquine,trimipramine,bad,1,yr
meperidine,trimipramine,bad,4,yr
trimipramine,mephentermine,bad,44,min
methoxamine,trimipramine,bad,6,day
methylergonovine,trimipramine,good,17,week
trimipramine,miconazole,good,15,hr
trimipramine,moclobemide,bad,44,min
moxifloxacin,trimipramine,good,23,week
nelfinavir,trimipramine,bad,3,yr
nicardipine,trimipramine,bad,2,day
nortriptyline,trimipramine,bad,20,min
octreotide,trimipramine,good,15,hr
pentobarbital,trimipramine,bad,7,day
perflutren,trimipramine,good,19,sec
pergolide mesylate,trimipramine,good,25,sec
phenylpropanolamine,trimipramine,good,15,hr
posaconazole,trimipramine,good,25,sec
trimipramine,pramlintide,good,41,week
probucol,trimipramine,good,27,week
procarbazine,trimipramine,bad,3,yr
propafenone hydrochloride,trimipramine,good,5,week
protriptyline,trimipramine,bad,32,min
ranolazine,trimipramine,good,9,hr
rasagiline,trimipramine,bad,2,yr
rifabutin,trimipramine,bad,20,min
ritonavir,trimipramine,good,21,hr
saquinavir,trimipramine,good,21,hr
trimipramine,sibutramine,bad,50,min
sotalol,trimipramine,good,9,hr
trimipramine,sparfloxacin,good,49,sec
trimipramine,st. john's wort,bad,26,min
tacrine,trimipramine,bad,3,yr
terbutaline,trimipramine,bad,2,yr
terfenadine,trimipramine,good,9,hr
trimipramine,thiothixene,bad,3,yr
tizanidine,trimipramine,bad,1,day
tramadol hydrochloride,trimipramine,bad,4,yr
trimethobenzamide,trimipramine,bad,44,min
triprolidine,trimipramine,bad,50,min
trospium,trimipramine,good,37,week
voriconazole,trimipramine,bad,5,day
vorinostat,trimipramine,bad,56,min
methoxamine,doxepin,good,55,sec
imipramine,methoxamine,bad,44,min
methoxamine,isocarboxazid,bad,44,min
linezolid,methoxamine,good,25,sec
methoxamine,moclobemide,bad,5,yr
nortriptyline,methoxamine,good,31,sec
rasagiline,methoxamine,good,15,hr
ibandronate,aluminium,good,55,sec
ibandronate,calcium,bad,14,min
calcium acetate,ibandronate,good,25,sec
ibandronate,calcium chloride,good,9,hr
ibandronate,iron,bad,44,min
ibandronate,magnesium,good,3,hr
sucralfate,ibandronate,bad,3,yr
telavancin,amiodarone,good,15,hr
telavancin hydrochloride,amiodarone,good,15,hr
diarsenic trioxide,telavancin,bad,50,min
diarsenic trioxide,telavancin hydrochloride,bad,50,min
telavancin,ibutilide,good,15,hr
telavancin hydrochloride,ibutilide,good,15,hr
indapamide,telavancin,good,15,hr
indapamide,telavancin hydrochloride,good,15,hr
saquinavir,telavancin,bad,4,day
saquinavir,telavancin hydrochloride,bad,4,day
sotalol,telavancin,good,15,hr
sotalol,telavancin hydrochloride,good,15,hr
telavancin,terfenadine,bad,5,yr
telavancin hydrochloride,terfenadine,bad,5,yr
amprenavir,flurazepam,bad,3,day
fluconazole,flurazepam,good,15,hr
flurazepam,fosamprenavir,bad,1,day
flurazepam,fosphenytoin,bad,4,day
indinavir,flurazepam,good,7,sec
flurazepam,itraconazole,good,3,hr
flurazepam,kava,good,15,hr
mephenytoin,flurazepam,bad,44,min
nelfinavir,flurazepam,bad,1,yr
ritonavir,flurazepam,good,15,hr
saquinavir,flurazepam,good,5,week
tipranavir,flurazepam,good,15,hr
triprolidine,flurazepam,bad,3,day
voriconazole,flurazepam,good,43,sec
azilsartan medoxomil,moexipril,good,51,week
moexipril,lithium,bad,4,yr
moexipril,potassium,good,21,hr
moexipril,quinupristin,bad,50,min
tizanidine,moexipril,good,55,sec
triamterene,moexipril,good,29,week
trastuzumab,daunorubicin,bad,5,day
nicardipine,bromazepam,bad,26,min
nicardipine,quinupristin,good,15,hr
tadalafil,nicardipine,good,9,hr
tamoxifen,nicardipine,bad,5,day
teniposide,nicardipine,good,11,week
terfenadine,nicardipine,good,11,week
tipranavir,nicardipine,bad,1,yr
topotecan,nicardipine,bad,4,day
torasemide,nicardipine,bad,2,yr
tramadol hydrochloride,nicardipine,bad,7,day
trimethoprim,nicardipine,bad,14,min
vardenafil,nicardipine,good,21,hr
vinblastine,nicardipine,bad,5,yr
vincristine,nicardipine,bad,1,yr
voriconazole,nicardipine,good,55,sec
mycophenolate mofetil,calcium,bad,50,min
mycophenolate mofetil,iron,good,25,week
mycophenolate mofetil,rilonacept,good,15,hr
mycophenolate mofetil,trastuzumab,bad,5,yr
valganciclovir,mycophenolate mofetil,bad,2,day
probenecid,cephaloglycin,good,7,sec
amphotericin B,tobramycin,bad,1,day
tobramycin,cefuroxime,good,55,sec
tobramycin,cephalothin group,good,3,hr
colistimethate,tobramycin,bad,6,day
tobramycin,lithium,bad,5,yr
tobramycin,metocurine,bad,2,yr
tobramycin,mivacurium,good,55,sec
tobramycin,pipecuronium,good,11,week
thalidomide,tobramycin,good,43,sec
topiramate,tobramycin,bad,4,day
torasemide,tobramycin,bad,56,min
trimethoprim,tobramycin,bad,56,min
trovafloxacin,aluminium,bad,7,day
trovafloxacin,calcium,bad,20,min
calcium acetate,trovafloxacin,bad,8,min
trovafloxacin,calcium chloride,bad,5,yr
calcium gluceptate,trovafloxacin,bad,2,day
trovafloxacin,iron,good,13,week
trovafloxacin,magnesium,good,9,hr
sevelamer,trovafloxacin,good,19,sec
sucralfate,trovafloxacin,good,21,hr
trovafloxacin,zinc,bad,50,min
amprenavir,midazolam,bad,50,min
boceprevir,midazolam,bad,2,yr
dabrafenib,midazolam,bad,7,day
erythromycin,midazolam,bad,4,day
fluconazole,midazolam,good,9,week
midazolam,fosamprenavir,bad,2,yr
midazolam,fosphenytoin,good,21,hr
indinavir,midazolam,good,17,week
midazolam,itraconazole,bad,5,day
josamycin,midazolam,bad,4,day
midazolam,kava,bad,5,day
mephenytoin,midazolam,bad,1,yr
nelfinavir,midazolam,good,15,hr
midazolam,quinupristin,bad,3,day
ritonavir,midazolam,bad,4,yr
saquinavir,midazolam,bad,38,min
midazolam,st. john's wort,good,31,week
telaprevir,midazolam,bad,6,day
tipranavir,midazolam,good,11,week
triprolidine,midazolam,good,43,sec
vemurafenib,midazolam,good,1,sec
voriconazole,midazolam,good,3,hr
triprolidine,metaxalone,good,19,sec
leucovorin,glucarpidase,bad,20,min
trimethoprim,leucovorin,bad,32,min
triprolidine,pentazocine,good,3,hr
adalimumab,rilonacept,bad,50,min
alefacept,rilonacept,good,37,sec
anakinra,rilonacept,good,9,hr
antithymocyte globulin,rilonacept,bad,2,day
basiliximab,rilonacept,bad,20,min
daclizumab,rilonacept,good,13,week
denileukin diftitox,rilonacept,bad,5,yr
efalizumab,rilonacept,bad,4,day
etanercept,rilonacept,bad,14,min
everolimus,rilonacept,bad,4,day
hydroxychloroquine,rilonacept,good,3,hr
infliximab,rilonacept,good,3,hr
methotrexate,rilonacept,bad,32,min
muromonab,rilonacept,bad,2,yr
thalidomide,rilonacept,bad,4,day
trastuzumab,rilonacept,bad,4,yr
probenecid,cephalothin group,good,9,hr
saxagliptin,erythromycin,bad,50,min
saxagliptin,indinavir,good,3,hr
saxagliptin,nelfinavir,good,7,sec
saxagliptin,ritonavir,bad,50,min
saxagliptin,somatropin recombinant,bad,26,min
saxagliptin,voriconazole,bad,2,day
amiodarone,sparfloxacin,good,25,sec
calcium acetate,sparfloxacin,bad,2,day
doxepin,sparfloxacin,good,11,week
erythromycin,sparfloxacin,good,35,week
imipramine,sparfloxacin,good,1,sec
nortriptyline,sparfloxacin,bad,20,min
terfenadine,sparfloxacin,bad,2,yr
sparfloxacin,thiothixene,good,21,hr
voriconazole,sparfloxacin,bad,2,day
vorinostat,sparfloxacin,good,43,sec
trastuzumab,lomustine,bad,2,yr
bicalutamide,halofantrine,good,1,sec
mefloquine,halofantrine,bad,1,yr
posaconazole,halofantrine,good,7,sec
halofantrine,quinupristin,good,43,week
halofantrine,thiothixene,good,37,sec
voriconazole,halofantrine,good,41,week
vorinostat,halofantrine,good,7,week
altretamine,isocarboxazid,good,1,sec
dextromethorphan,isocarboxazid,good,7,sec
doxepin,isocarboxazid,bad,14,min
duloxetine,isocarboxazid,good,31,sec
isocarboxazid,ephedra,good,37,sec
isocarboxazid,ephedrine,good,15,hr
galanthamine,isocarboxazid,good,37,sec
imipramine,isocarboxazid,good,37,week
mazindol,isocarboxazid,good,37,sec
meperidine,isocarboxazid,bad,2,yr
isocarboxazid,mephentermine,bad,2,yr
isocarboxazid,methamphetamine,good,35,week
isocarboxazid,milnacipran,good,15,week
nortriptyline,isocarboxazid,bad,3,day
isocarboxazid,phendimetrazine,bad,14,min
phenmetrazine,isocarboxazid,bad,5,yr
phenylpropanolamine,isocarboxazid,good,35,week
isocarboxazid,pirbuterol,bad,4,yr
isocarboxazid,procaterol,bad,5,yr
protriptyline,isocarboxazid,good,21,hr
rivastigmine,isocarboxazid,bad,6,day
sibutramine,isocarboxazid,good,19,week
tacrine,isocarboxazid,good,41,week
terbutaline,isocarboxazid,good,1,sec
tolcapone,isocarboxazid,bad,2,day
tramadol hydrochloride,isocarboxazid,bad,32,min
trimethobenzamide,isocarboxazid,good,25,sec
triprolidine,isocarboxazid,good,9,hr
trospium,isocarboxazid,bad,1,yr
galanthamine,trimeprazine,good,31,sec
mazindol,trimeprazine,bad,8,min
phenylpropanolamine,trimeprazine,bad,56,min
trimeprazine,pramlintide,good,27,week
tacrine,trimeprazine,good,51,week
terfenadine,trimeprazine,bad,2,min
trimethobenzamide,trimeprazine,bad,2,day
triprolidine,trimeprazine,bad,2,yr
trospium,trimeprazine,good,15,hr
trandolapril,epoprostenol,good,9,hr
tramadol hydrochloride,lisdexamfetamine,good,25,sec
trandolapril,lisdexamfetamine,bad,5,yr
triprolidine,lisdexamfetamine,bad,2,yr
aminophylline,mivacurium,bad,2,min
clindamycin,mivacurium,bad,5,yr
mivacurium,fosphenytoin,bad,2,yr
mivacurium,lincomycin,bad,38,min
mivacurium,oxtriphylline,good,39,week
drotrecogin alfa,enoxaparin,good,51,week
enoxaparin,ginkgo biloba,good,9,hr
aminophylline,amobarbital,good,13,week
aminophylline,aprobarbital,good,9,hr
aminophylline,bromazepam,bad,4,day
butabarbital,aminophylline,good,7,sec
aminophylline,butethal,bad,4,yr
aminophylline,dihydroquinidine barbiturate,bad,6,day
erythromycin,aminophylline,good,3,hr
aminophylline,fosphenytoin,good,55,sec
grepafloxacin,aminophylline,good,1,sec
aminophylline,heptabarbital,bad,50,min
aminophylline,hexobarbital,bad,5,yr
"interferon alfa-2a, recombinant",aminophylline,good,19,sec
"interferon alfa-2b, recombinant",aminophylline,bad,2,day
interferon alfa-n1,aminophylline,good,7,sec
josamycin,aminophylline,good,15,hr
aminophylline,lithium,good,7,sec
mephenytoin,aminophylline,bad,3,day
aminophylline,mestranol,good,25,week
aminophylline,metocurine,good,9,hr
peginterferon alfa-2a,aminophylline,bad,5,yr
peginterferon alfa-2b,aminophylline,good,3,hr
aminophylline,penbutolol,good,3,hr
pentobarbital,aminophylline,good,49,sec
propafenone hydrochloride,aminophylline,good,19,sec
aminophylline,quinidine barbiturate,good,49,week
ritonavir,aminophylline,good,9,hr
sotalol,aminophylline,bad,2,day
aminophylline,st. john's wort,bad,5,day
tacrine,aminophylline,bad,26,min
talbutal,aminophylline,bad,14,min
temazepam,aminophylline,bad,2,day
timolol,aminophylline,good,43,sec
aminophylline,troleandomycin,good,43,sec
abatacept,certolizumab pegol,bad,26,min
thalidomide,abatacept,good,19,week
trastuzumab,abatacept,bad,2,yr
aldesleukin,corticotropin,bad,50,min
fosaprepitant,corticotropin,good,49,sec
pyridostigmine,corticotropin,good,11,week
tacrine,corticotropin,bad,2,day
trastuzumab,corticotropin,bad,3,yr
fludarabine phosphate,pentostatin,good,15,hr
trastuzumab,pentostatin,good,9,hr
erythromycin,dihydroergotoxine,bad,4,yr
dihydroergotoxine,oxprenolol,bad,44,min
timolol,dihydroergotoxine,good,21,hr
glisoxepide,oxprenolol,bad,44,min
timolol,glisoxepide,good,5,week
perflutren,thiothixene,good,7,sec
perflutren,voriconazole,good,1,sec
vorinostat,perflutren,bad,50,min
doxepin,pirbuterol,bad,2,min
imipramine,pirbuterol,good,19,sec
linezolid,pirbuterol,bad,50,min
moclobemide,pirbuterol,bad,7,day
nortriptyline,pirbuterol,bad,2,min
pirbuterol,oxprenolol,bad,8,min
rasagiline,pirbuterol,good,13,sec
timolol,pirbuterol,good,17,week
amprenavir,bismuth subsalicylate,good,37,sec
methotrexate,bismuth subsalicylate,bad,1,yr
probenecid,bismuth subsalicylate,bad,5,yr
triamcinolone acetonide,bismuth subsalicylate,good,55,sec
methotrexate,sulfacytine,bad,38,min
miglitol,glucosamine,bad,2,min
drotrecogin alfa,fondaparinux sodium,bad,14,min
fondaparinux sodium,ginkgo biloba,good,1,sec
ospemifene,estradiol valerate/dienogest,good,15,hr
ospemifene,fluconazole,bad,3,yr
tacrine,paliperidone,bad,5,yr
triprolidine,paliperidone,good,55,sec
mephenytoin,amiodarone,bad,3,yr
mephenytoin,chlorpheniramine,good,21,hr
conjugated estrogens,mephenytoin,good,19,sec
diethylstilbestrol,mephenytoin,bad,2,yr
fluconazole,mephenytoin,good,31,sec
folic acid,mephenytoin,good,21,hr
gabapentin,mephenytoin,good,31,sec
mephenytoin,itraconazole,good,37,week
methotrexate,mephenytoin,good,1,sec
mephenytoin,oxtriphylline,bad,14,min
triamcinolone acetonide,mephenytoin,bad,26,min
tacrine,guanidine,bad,1,yr
altretamine,nortriptyline,good,25,sec
butabarbital,nortriptyline,bad,5,yr
nortriptyline,dihydroquinidine barbiturate,bad,8,min
duloxetine,nortriptyline,bad,1,day
nortriptyline,ephedra,bad,5,yr
nortriptyline,ephedrine,good,3,hr
fluconazole,nortriptyline,bad,26,min
galanthamine,nortriptyline,bad,1,yr
grepafloxacin,nortriptyline,good,3,hr
nortriptyline,mephentermine,good,21,hr
nortriptyline,moclobemide,bad,2,min
phenylpropanolamine,nortriptyline,bad,4,day
nortriptyline,procaterol,good,3,hr
nortriptyline,quinidine barbiturate,good,1,sec
rasagiline,nortriptyline,bad,50,min
rifabutin,nortriptyline,bad,56,min
ritonavir,nortriptyline,bad,6,day
rivastigmine,nortriptyline,good,45,week
